_id,name,used_in,type,subtype,rarity,category,weight,price_value,price_denomination,shelfLife,description,img,tables,source_file,crafting_use,crafting_multiplier,crafted_value
4a730ef7b810ef78,Fiend Extraction Receptacle,unused,loot,,rare,material,2,100,gp,,An infernal-glass container lined with binding runes to safely collect fiendish materials.,icons/consumables/potions/bottle-round-empty-glass.webp,,Fiend_Extraction_Receptacle_4a730ef7b810ef78.json,,,
78ce2cc2921a204b,Fiendish Hide,harvest,loot,,uncommon,material,3,4,gp,,Leathery skin from a fiend; naturally resistant to fire and cold.,icons/commodities/leather/leather-patch-red.webp,Fiend CR 0-1 Harvest Table; Fiend CR 2-4 Harvest Table; Fiend CR 5-10 Harvest Table,Fiendish_Hide_78ce2cc2921a204b.json,Infernal leather — tanned into fire-resistant armor and demonic-warded gear,3,12 gp
be2ecf9bda546942,Froghemoth Eye,harvest,loot,,rare,component,1,20,gp,,One of the froghemoth's compound eyes; grants disorienting visions when studied.,icons/commodities/biological/eye-green-pink.webp,Froghemoth Harvest Table,Froghemoth_Eye_be2ecf9bda546942.json,Shock organ — crafted into lightning-resistance amulets and electric-burst traps,5,100 gp
1a4b22cf7f975c22,Froghemoth Tentacle,harvest,loot,,rare,material,5,10,gp,,"A massive, mucus-covered tentacle from a froghemoth; still twitching.",icons/commodities/biological/tentacle-purple-white.webp,Froghemoth Harvest Table,Froghemoth_Tentacle_1a4b22cf7f975c22.json,Whip weapon — crafted into grasping whips and tentacle-themed reach weapons,5,50 gp
f7b7c9291e854400,Froghemoth Tongue,harvest,loot,,rare,component,2,15,gp,,"A prehensile, sticky tongue the size of a rope; potent alchemical reagent.",icons/commodities/biological/tongue-pink.webp,Froghemoth Harvest Table,Froghemoth_Tongue_f7b7c9291e854400.json,Grappling component — woven into reaching weapons and tongue-of-grabbing devices,5,75 gp
cf24122152f43c80,Frost Breath Gland,harvest,loot,,rare,component,1,12,gp,,The gland responsible for a winter wolf's freezing breath; crackles with cold.,icons/commodities/biological/organ-stomach.webp,Winter Wolf Harvest Table,Frost_Breath_Gland_cf24122152f43c80.json,Cold source — used in frost weapon enchantments and cold-breath potions,5,60 gp
ff160a8d924ebbec,Fungal Spore Sac,harvest,loot,,uncommon,component,1,4,gp,,A bulging sac of spores harvested from a fungal creature; handle with care.,icons/consumables/mushrooms/conical-bell-orange-white.webp,Plant CR 11+ Harvest Table; Plant CR 2-4 Harvest Table; Plant CR 5-10 Harvest Table,Fungal_Spore_Sac_ff160a8d924ebbec.json,"Toxic reagent — burst into poisonous gas traps, hallucination powders, and spore bombs",3,12 gp
33f069a4e10f8092,Gelatinous Cube Absorbed Item,harvest,loot,,common,trophy,1,5,sp,,An item recovered from inside a gelatinous cube; partially dissolved but potentially valuable.,icons/commodities/materials/slime-thick-orange.webp,Gelatinous Cube Harvest Table,Gelatinous_Cube_Absorbed_Item_33f069a4e10f8092.json,,,
fbe6c3811835da59,Gelatinous Cube Residue,harvest,loot,,common,component,2,4,sp,,A jar of translucent acidic gel scraped from a gelatinous cube; retains mild digestive properties.,icons/commodities/materials/slime-green.webp,Gelatinous Cube Harvest Table,Gelatinous_Cube_Residue_fbe6c3811835da59.json,"Dissolving agent — used in cleaning solutions, rust removers, and acid flasks",2,8 sp
99c76c3f77efed92,Gelatinous Extract,harvest,loot,,uncommon,component,2,1,gp,,A jar of semi-solid ooze extract with mild preservative properties.,icons/commodities/materials/slime-thick-green.webp,Ooze CR 0-1 Harvest Table; Ooze CR 2-4 Harvest Table; Ooze CR 5-10 Harvest Table,Gelatinous_Extract_99c76c3f77efed92.json,"Adhesive base — refined into sovereign glue, acid flasks, and corrosive coatings",3,3 gp
ee6024296a14e3eb,Ghoul Claw,harvest,loot,,common,material,0.5,5,sp,,A single yellowed talon from a ghoul bearing a film of paralytic residue.,icons/commodities/claws/claw-brown-black.webp,Ghoul Harvest Table,Ghoul_Claw_ee6024296a14e3eb.json,Paralytic weapon inlay — set into paralyzing daggers and ghoul-touch gauntlets,2,1 gp
0090f87460f55a68,Ghoul Claws,harvest,loot,,common,material,0.5,6,sp,,Yellowed talons from a ghoul; laced with paralytic residue.,icons/commodities/claws/claws-plain-grey.webp,Undead CR 0-1 Harvest Table,Ghoul_Claws_0090f87460f55a68.json,Paralytic weapon crafting — mounted into raking gauntlets and cursed slashing weapons,2,1 gp 2 sp
2a02c138af2dbb74,Ghoul Tongue,harvest,loot,,uncommon,component,0.5,4,gp,,"The long, rasping tongue of a ghoul; still faintly animated and coated in foul saliva.",icons/commodities/biological/tongue-violet.webp,Ghoul Harvest Table,Ghoul_Tongue_2a02c138af2dbb74.json,Paralytic ingredient — distilled into paralysis poisons and ghoul-touch oils,3,12 gp
772bd6abecef14df,Giant Blood,harvest,loot,,uncommon,component,3,1,gp,,A clay jug of giant blood with potent alchemical properties.,icons/consumables/potions/potion-tube-corked-glowing-red.webp,Giant CR 0-1 Harvest Table; Giant CR 2-4 Harvest Table; Giant CR 5-10 Harvest Table,Giant_Blood_772bd6abecef14df.json,Growth reagent — brewed into enlarging potions and giant-strength elixirs,3,3 gp
c6a427fcb6e3ac80,Giant Fingernail,harvest,loot,,common,material,1,3,sp,,"A thick, overgrown nail from a giant; surprisingly durable.",icons/commodities/claws/claw-worn-tan.webp,Giant CR 0-1 Harvest Table; Giant CR 2-4 Harvest Table,Giant_Fingernail_c6a427fcb6e3ac80.json,Crude blade — sharpened into makeshift knives and thrown weapons,2,6 sp
8ac09fa84051e6a1,Giant Hair,harvest,loot,,common,material,2,2,sp,,"A bundle of coarse, rope-thick hair from a giant.",icons/commodities/materials/hair-tuft-brown.webp,Giant CR 0-1 Harvest Table; Giant CR 2-4 Harvest Table,Giant_Hair_8ac09fa84051e6a1.json,Rope material — braided into unbreakable rope and bowstring reinforcement,2,4 sp
2dbe44e15714eddf,Giant Heart,harvest,loot,,rare,component,8,6,gp,,A massive heart the size of a barrel; valued by potion-brewers.,icons/commodities/biological/organ-heart-pink.webp,Giant CR 0-1 Harvest Table; Giant CR 11+ Harvest Table; Giant CR 2-4 Harvest Table; Giant CR 5-10 Harvest Table,Giant_Heart_2dbe44e15714eddf.json,Strength reagent — brewed into greater giant-strength potions and titan elixirs,5,30 gp
650e81fb9961bf2e,Giant Spider Fang,harvest,loot,,uncommon,material,0.5,2,gp,,A curved hollow fang from a giant spider still containing trace amounts of venom.,icons/commodities/bones/teeth-pointed-gray.webp,Giant Spider Harvest Table,Giant_Spider_Fang_650e81fb9961bf2e.json,Poison weapon inlay — mounted into envenomed daggers and poison-tip arrows,3,6 gp
8fb845d861f4ba75,Giant Spider Silk,harvest,loot,,uncommon,material,0.5,3,gp,,A harvested skein of extraordinarily strong silk from a giant spider; lightweight and nearly transparent.,icons/commodities/materials/material-webbing.webp,Giant Spider Harvest Table,Giant_Spider_Silk_8fb845d861f4ba75.json,"Enchanted thread — woven into bowstrings, armor padding, and lightweight cloaks",3,9 gp
2f9bde50012de663,Giant Spider Venom,harvest,consumable,poison,rare,component,0.5,5,gp,,A carefully extracted vial of giant spider venom; potent enough to paralyze a horse.,icons/consumables/potions/potion-jar-corked-labeled-poison-skull-green.webp,Giant Spider Harvest Table,Giant_Spider_Venom_2f9bde50012de663.json,Paralytic poison — applied as blade coatings or refined into paralysis-inducing traps,5,25 gp
ec4b0e5d9ce45f8c,Girallon Arm,harvest,loot,,uncommon,trophy,6,6,gp,,One of the powerful arms of a girallon; still possessed of fearsome grip strength.,icons/commodities/biological/hand-clawed-brown.webp,Girallon Harvest Table,Girallon_Arm_ec4b0e5d9ce45f8c.json,Trophy weapon — mounted as a club or crafted into a four-armed totem,3,18 gp
ee14d218169b4c04,Girallon Fur,harvest,loot,,uncommon,material,3,4,gp,,Dense white fur from a girallon; surprisingly soft despite the beast's savagery.,icons/commodities/leather/fur-brown.webp,Girallon Harvest Table,Girallon_Fur_ee14d218169b4c04.json,Exotic armor padding — thick jungle fur for reinforced hide armor and cloaks,3,12 gp
b824c17f7d238b39,Glamour Essence,harvest,loot,,rare,component,0.5,15,gp,,A vial of captured glamour that shimmers with illusory potential.,icons/commodities/materials/liquid-blue.webp,Fey CR 11+ Harvest Table; Fey CR 2-4 Harvest Table; Fey CR 5-10 Harvest Table,Glamour_Essence_b824c17f7d238b39.json,"Fey illusion extract — distilled into disguise potions, glamour cloaks, and charm items",5,75 gp
ce38ed26b44b2878,Golem Core Fragment,harvest,loot,,uncommon,component,1,5,gp,,A cracked shard from the animating core of a construct.,icons/commodities/gems/gem-fragments-rough-grey.webp,Construct CR 0-1 Harvest Table; Construct CR 2-4 Harvest Table; Construct CR 5-10 Harvest Table,Golem_Core_Fragment_ce38ed26b44b2878.json,"Animation shard — used to craft animated objects, construct servants, and golems",3,15 gp
95a7fece4b33ae4a,Green Dragon Poison Gland,harvest,loot,,rare,component,1,25,gp,,A swollen gland from a green dragon packed with concentrated chlorine gas.,icons/commodities/biological/organ-bladder-red.webp,Green Dragon Harvest Table,Green_Dragon_Poison_Gland_95a7fece4b33ae4a.json,Poison source — used in toxic weapon enchantments and poison-breath items,5,125 gp
406fe7041d5b1079,Green Dragon Scale,harvest,loot,,uncommon,material,1,8,gp,,Dark forest-green scales from a green dragon; faintly reek of chlorine.,icons/commodities/leather/scales-green.webp,Green Dragon Harvest Table,Green_Dragon_Scale_406fe7041d5b1079.json,Poison-resistant scales — crafted into toxin-proof armor and venomward shields,3,24 gp
6045fe1d2596f239,Green Wood,unused,loot,,common,material,5,1,cp,,Freshly cut limbs from living trees; heavier than dry wood and not yet suitable for burning.,icons/commodities/wood/kindling-stick-brown.webp,,Green_Wood_6045fe1d2596f239.json,"Bow material — carved into flexible bows, staves, and druidic weapon hafts",2,2 cp
1fb862db90c2150b,Grung Poison Gland,harvest,consumable,poison,rare,component,0.5,10,gp,,A tiny but potent venom gland from a grung; secretes a rainbow of poisons.,icons/consumables/potions/bottle-conical-corked-green.webp,Grung Harvest Table,Grung_Poison_Gland_1fb862db90c2150b.json,Contact poison — refined into skin-contact toxins and poisoned needle traps,5,50 gp
c945ceade5db64f5,Grung Skin,harvest,loot,,uncommon,material,1,5,gp,,Brightly colored amphibian skin from a grung; the pigment itself is toxic.,icons/commodities/leather/leather-patch-tan.webp,Grung Harvest Table,Grung_Skin_c945ceade5db64f5.json,Poisonous leather — crafted into toxic-touch gloves and poison-coated armor,3,15 gp
256fc0fc1b3c1951,Harvester's Kit,unused,loot,,uncommon,material,5,25,gp,,"A comprehensive kit of knives, extractors, and sample vials for field harvesting.",icons/tools/cooking/knife-chef-steel-brown.webp,,Harvesters_Kit_256fc0fc1b3c1951.json,,,
8bf0b14c0c2ffb90,Hellfire Gland,harvest,loot,,rare,component,1,20,gp,,A pulsating organ that produces a fiend's signature hellfire.,icons/commodities/biological/organ-liver-red.webp,Fiend CR 11+ Harvest Table; Fiend CR 2-4 Harvest Table; Fiend CR 5-10 Harvest Table,Hellfire_Gland_8bf0b14c0c2ffb90.json,Infernal fire source — crafted into hellfire weapons and fire-resistance bypassing items,5,100 gp
654aa4c94e5b5b32,Herb Bundle,harvest,consumable,food,common,food,1,2,sp,3,A bundle of roots and stems harvested from an ambulatory plant creature.,icons/consumables/plants/herb-marjoram-basil-oregano-leaf-bunch-green.webp,Plant CR 0-1 Harvest Table; Plant CR 2-4 Harvest Table,Herb_Bundle_654aa4c94e5b5b32.json,,,
fe255798016acb61,Humanoid Teeth,harvest,loot,,common,trophy,0.5,1,sp,,A pouch of humanoid teeth; morbid but occasionally useful to alchemists.,icons/commodities/bones/tooth-molar-white.webp,Humanoid CR 0-1 Harvest Table,Humanoid_Teeth_fe255798016acb61.json,,,
6cc3a8928601bc55,Hydra Blood,harvest,loot,,rare,component,1,15,gp,,Caustic blood from a hydra imbued with its regenerative properties.,icons/consumables/potions/bottle-round-corked-green.webp,Hydra Harvest Table,Hydra_Blood_6cc3a8928601bc55.json,Regeneration catalyst — brewed into potent healing potions and regeneration elixirs,5,75 gp
54339c5f9d99c81d,Hydra Head,harvest,loot,,uncommon,trophy,3,10,gp,,A severed hydra head still snapping reflexively; must be kept cool.,icons/commodities/bones/skull-lizard-brown.webp,Hydra Harvest Table,Hydra_Head_54339c5f9d99c81d.json,,,
d38d37e05b3adcb1,Illithid Mucus,harvest,loot,,uncommon,component,0.5,6,gp,,A vial of the slick mucus secreted by a mind flayer's skin; mildly psychoactive on contact.,icons/commodities/materials/slime-purple.webp,Mind Flayer Harvest Table,Illithid_Mucus_d38d37e05b3adcb1.json,Psychic reagent — refined into telepathy potions and mind-shielding salves,3,18 gp
d1607b57a65b4fe6,Infernal Ash,harvest,loot,,common,component,0.5,3,sp,,Grey cinders left behind when a fiend is slain; mildly toxic to touch.,icons/commodities/materials/powder-black.webp,Fiend CR 0-1 Harvest Table,Infernal_Ash_d1607b57a65b4fe6.json,Hellfire residue — mixed into fire-resistant coatings and infernal binding inks,2,6 sp
44074e253910afce,Intact Organ,harvest,loot,,rare,component,1,8,gp,,A pristine internal organ carefully extracted without rupture.,icons/commodities/biological/organ-liver-red.webp,Beast CR 11+ Harvest Table; Beast CR 2-4 Harvest Table; Beast CR 5-10 Harvest Table,Intact_Organ_44074e253910afce.json,Alchemical base — a versatile organ usable in a wide range of creature-specific potions,5,40 gp
5d091b551ca7a467,Large Teeth/Claws,harvest,loot,,uncommon,material,0.5,2,gp,,Oversized fangs or talons from a formidable beast.,icons/commodities/claws/claws-plain-brown.webp,Beast CR 2-4 Harvest Table,Large_TeethClaws_5d091b551ca7a467.json,"Heavy weapon crafting — set into greatclubs, axes, and heavy slashing weapons",3,6 gp
cdb57c3fae2acb91,Lightning-Charged Vine,harvest,loot,,uncommon,component,1,8,gp,,A vine from a shambling mound still crackling with absorbed lightning.,icons/consumables/plants/thorned-curled-vine-green.webp,Shambling Mound Harvest Table,LightningCharged_Vine_cdb57c3fae2acb91.json,Electrical conductor — woven into shocking weapons and lightning-resistant gear,3,24 gp
dda82925c345e849,Living Bark,harvest,loot,,common,material,2,4,sp,,A section of bark that still pulses faintly with growth energy.,icons/commodities/wood/bark-brown.webp,Plant CR 0-1 Harvest Table; Plant CR 2-4 Harvest Table; Plant CR 5-10 Harvest Table; Shambling Mound Harvest Table,Living_Bark_dda82925c345e849.json,Shield material — formed into lightweight wooden shields and druidic bucklers,2,8 sp
d9f297c957fb2146,Manticore Mane,harvest,loot,,uncommon,material,2,2,gp,,A bundle of coarse reddish mane hair from a manticore; rough as wire.,icons/commodities/leather/fur-brown-gold.webp,Manticore Harvest Table,Manticore_Mane_d9f297c957fb2146.json,"Armor padding — woven into intimidating helms, lion-mane cloaks, and padding",3,6 gp
237974adbefe1b46,Manticore Spike,harvest,loot,,uncommon,material,0.5,3,gp,,One of the barbed tail spikes from a manticore; naturally aerodynamic and poisonous at the tip.,icons/commodities/biological/stinger-insect-yellow.webp,Manticore Harvest Table,Manticore_Spike_237974adbefe1b46.json,Projectile crafting — fletched into armor-piercing bolts and spine-dart ammunition,3,9 gp
61966955720725bd,Manticore Tail,harvest,loot,,rare,material,3,8,gp,,The entire spiked tail section of a manticore; multiple spikes still intact and ready to be harvested.,icons/commodities/biological/tail-spiked-green.webp,Manticore Harvest Table,Manticore_Tail_61966955720725bd.json,Spike launcher — crafted into spike-throwing traps and tail-whip weapons,5,40 gp
b643406413f03e3b,Mind Flayer Brain,harvest,loot,,rare,component,2,20,gp,,The alien brain of a mind flayer; still pulsing with residual psionic energy even after death.,icons/commodities/biological/organ-brain-pink-purple.webp,Mind Flayer Harvest Table,Mind_Flayer_Brain_b643406413f03e3b.json,Psionic nexus — crafted into powerful mind-control items and telepathic amplifiers,5,100 gp
c0ce61c386125642,Mind Flayer Tentacle,harvest,loot,,uncommon,component,0.5,8,gp,,One of the four facial tentacles of a mind flayer; lined with suckers that still twitch faintly.,icons/commodities/biological/tentacle-pink.webp,Mind Flayer Harvest Table,Mind_Flayer_Tentacle_c0ce61c386125642.json,"Psionic component — used in mind-affecting staves, wands, and psychic focus items",3,24 gp
be367e3314b25157,Mind Residue,harvest,loot,,rare,component,0.5,8,gp,,A gossamer film left behind by a creature of immense psionic power.,icons/commodities/materials/slime-purple.webp,Aberration CR 0-1 Harvest Table; Aberration CR 11+ Harvest Table; Aberration CR 2-4 Harvest Table; Aberration CR 5-10 Harvest Table,Mind_Residue_be367e3314b25157.json,Psychic trace — distilled into thought-reading potions and mental ward scrolls,5,40 gp
7d4ee80afdf06585,Monster Fangs,harvest,loot,,common,material,0.5,4,sp,,Wickedly shaped fangs from a dangerous monstrosity.,icons/commodities/bones/tooth-canine-white.webp,Monstrosity CR 0-1 Harvest Table; Monstrosity CR 2-4 Harvest Table,Monster_Fangs_7d4ee80afdf06585.json,"Weapon material — carved into dagger blades, arrowheads, and trophy weapons",2,8 sp
d6a18087ee5ef24b,Monster Hide,harvest,loot,,common,material,3,5,sp,,"Tough, scarred hide from a creature of monstrous origin.",icons/commodities/leather/leather-scrap-tan.webp,Monstrosity CR 0-1 Harvest Table; Monstrosity CR 2-4 Harvest Table,Monster_Hide_d6a18087ee5ef24b.json,Armor leather — thick creature hide for reinforced leather and scale armor,2,1 gp
32e45e2f0a6883b7,Monster Sinew,harvest,loot,,common,material,1,6,sp,,"Fibrous, elastic cords of muscle and tendon from a powerful beast.",icons/commodities/cloth/thread-spindle-red.webp,Girallon Harvest Table; Monstrosity CR 0-1 Harvest Table; Monstrosity CR 2-4 Harvest Table; Monstrosity CR 5-10 Harvest Table,Monster_Sinew_32e45e2f0a6883b7.json,Bowstring material — twisted into powerful bowstrings and crossbow cables,2,1 gp 2 sp
2d44f01b61ccadd2,Necrotic Residue,harvest,loot,,uncommon,component,0.5,1,gp,,A powdery substance left behind when undead flesh decomposes.,icons/commodities/materials/slime-brown.webp,Undead CR 0-1 Harvest Table; Undead CR 2-4 Harvest Table; Wraith Harvest Table,Necrotic_Residue_2d44f01b61ccadd2.json,Death essence — brewed into necrotic weapon coatings and undead control potions,3,3 gp
f6d9de3574b044fa,Ooze Membrane,harvest,loot,,common,material,1,6,sp,,"A thin, stretchy film from a gelatinous creature; waterproof and acidic.",icons/commodities/materials/slime-thick-green.webp,Ooze CR 0-1 Harvest Table; Ooze CR 2-4 Harvest Table,Ooze_Membrane_f6d9de3574b044fa.json,Flexible material — stretched into acid-resistant pouches and dissolving traps,2,1 gp 2 sp
3056e04b3936c0de,Owlbear Beak,harvest,loot,,uncommon,material,1,3,gp,,The hooked beak of an owlbear; as hard as iron and retaining its fearsome curve.,icons/commodities/bones/beak-hooked-red.webp,Owlbear Harvest Table,Owlbear_Beak_3056e04b3936c0de.json,Piercing weapon — mounted into war picks and beak-strike helms,3,9 gp
ee17b8f29baca6cb,Owlbear Feather,harvest,loot,,common,material,0.5,4,sp,,A large stiff feather from an owlbear's plumage; barbed and surprisingly sharp along the shaft.,icons/commodities/materials/feathers-brown.webp,Owlbear Harvest Table,Owlbear_Feather_ee17b8f29baca6cb.json,"Fletching material — fitted onto arrows, bolts, and javelin stabilizers",2,8 sp
d1259e2c1962b5af,Owlbear Pelt,harvest,loot,,uncommon,material,4,5,gp,,A dense mixed pelt of fur and feathers from an owlbear; unique and striking.,icons/commodities/leather/fur-pelt-brown.webp,Owlbear Harvest Table,Owlbear_Pelt_d1259e2c1962b5af.json,Heavy fur armor — crafted into superior cold-weather cloaks and padded armor,3,15 gp
eacc2e1816011c7e,Pixie Wing,harvest,loot,,common,component,0.5,4,gp,,"A translucent, gossamer wing from a small fey; crumbles in a day.",icons/commodities/biological/wing-insect-green.webp,Fey CR 0-1 Harvest Table,Pixie_Wing_eacc2e1816011c7e.json,"Levitation reagent — ground into flying potions, featherfall dusts, and gliding salves",2,8 gp
32b6ea2307b414f2,Potent Venom Sac,harvest,consumable,poison,rare,component,0.5,10,gp,,An intact gland brimming with concentrated toxins.,icons/consumables/potions/potion-bottle-skull-label-poison-teal.webp,Beast CR 11+ Harvest Table; Beast CR 5-10 Harvest Table,Potent_Venom_Sac_32b6ea2307b414f2.json,Superior poison — refined into deadly blade coatings and potent antivenom,5,50 gp
2b64fb42573eff23,Power Crystal,harvest,loot,,rare,component,0.5,12,gp,,An energy storage crystal that once powered a construct's actions.,icons/commodities/gems/gem-faceted-diamond-blue.webp,Construct CR 11+ Harvest Table; Construct CR 2-4 Harvest Table; Construct CR 5-10 Harvest Table,Power_Crystal_2b64fb42573eff23.json,"Energy storage — set into wands, staves, and items that store spell charges",5,60 gp
fcdf5bd6e1448899,Predator Musk,harvest,loot,,uncommon,component,0.5,5,gp,,A potent scent gland secretion that can repel or attract animals.,icons/consumables/potions/bottle-conical-corked-yellow.webp,Girallon Harvest Table; Monstrosity CR 0-1 Harvest Table; Monstrosity CR 11+ Harvest Table; Monstrosity CR 5-10 Harvest Table,Predator_Musk_fcdf5bd6e1448899.json,"Beast-lure compound — mixed into animal repellents, tracking aids, and hunting baits",3,15 gp
b2db2714aff0d62d,Primal Ash,harvest,loot,,common,component,0.5,4,gp,,Fine residue left when an elemental's physical form collapses.,icons/commodities/materials/powder-grey.webp,Elemental CR 0-1 Harvest Table; Elemental CR 11+ Harvest Table; Elemental CR 2-4 Harvest Table,Primal_Ash_b2db2714aff0d62d.json,Elemental catalyst — burned in rituals to awaken elemental properties in crafted items,2,8 gp
f5ff932159181ab0,Prime Meat,harvest,consumable,food,rare,food,2,3,gp,2,Exceptional cuts from a prime specimen; commands a premium at market.,icons/consumables/meat/round-steak-fat-brown.webp,Beast CR 5-10 Harvest Table,Prime_Meat_f5ff932159181ab0.json,,,
83055b03dae4d522,Primordial Bone,harvest,loot,,veryRare,material,2,18,gp,,"Ancient, iron-hard bones suffused with primal vitality.",icons/commodities/bones/bone-red.webp,Beast CR 11+ Harvest Table,Primordial_Bone_83055b03dae4d522.json,Legendary crafting material — shaped into artifact-grade weapons and ancient tools,10,180 gp
029475d721e1c660,Prismatic Slime,harvest,loot,,veryRare,component,0.5,12,gp,,A sample of multi-hued slime capable of multiple damage types.,icons/commodities/materials/slime-blue.webp,Ooze CR 11+ Harvest Table; Ooze CR 2-4 Harvest Table; Ooze CR 5-10 Harvest Table,Prismatic_Slime_029475d721e1c660.json,Chromatic reagent — refined into prismatic spray scrolls and color-shifting enchantments,10,120 gp
77befdd65f8ba4d7,Psionic Crystal,harvest,loot,,uncommon,component,0.5,5,gp,,A jagged crystal that grew within an aberrant creature's neural cluster.,icons/commodities/gems/gem-faceted-diamond-pink.webp,Aberration CR 0-1 Harvest Table; Aberration CR 2-4 Harvest Table; Aberration CR 5-10 Harvest Table; Mind Flayer Harvest Table,Psionic_Crystal_77befdd65f8ba4d7.json,"Psychic focus — set into headbands, staves, and items that enhance mental abilities",3,15 gp
b1217e3d4a71ba79,Pteranodon Wing Membrane,harvest,loot,,uncommon,material,2,6,gp,,A large section of leathery wing from a pteranodon; nearly translucent.,icons/commodities/biological/wing-lizard-yellow-teal.webp,Pteranodon Harvest Table,Pteranodon_Wing_Membrane_b1217e3d4a71ba79.json,Glider material — stretched into hang-glider frames and wind-catching cloaks,3,18 gp
0afd8b1767851779,Pure Elemental Essence,harvest,loot,,veryRare,component,0.5,30,gp,,An almost impossibly refined distillation of elemental power.,icons/commodities/materials/liquid-orange.webp,Elemental CR 11+ Harvest Table; Elemental CR 2-4 Harvest Table; Elemental CR 5-10 Harvest Table,Pure_Elemental_Essence_0afd8b1767851779.json,Primordial core — used to forge elemental weapons and summon-binding focus items,10,300 gp
01713074a73e6c37,Quality Meat,harvest,consumable,food,uncommon,food,2,1,gp,2,Well-marbled cuts from a healthier specimen; preferred by discerning cooks.,icons/consumables/meat/shank-bone-pink.webp,Beast CR 2-4 Harvest Table,Quality_Meat_01713074a73e6c37.json,,,
c03e0af7fd777451,Radiant Dust,harvest,loot,,uncommon,component,0.5,5,gp,,Fine golden powder shaken loose from a celestial's wings or vestments.,icons/commodities/materials/bowl-powder-gold.webp,Celestial CR 0-1 Harvest Table; Celestial CR 2-4 Harvest Table,Radiant_Dust_c03e0af7fd777451.json,"Holy powder — sprinkled into radiant weapon coatings, blessed water, and turn undead scrolls",3,15 gp
2f1d312bdd3a4cac,Razor Teeth/Claws,harvest,loot,,rare,material,1,5,gp,,Exceptionally sharp natural weapons that retain their edge after removal.,icons/commodities/claws/claws-plain-white.webp,Beast CR 11+ Harvest Table; Beast CR 5-10 Harvest Table,Razor_TeethClaws_2f1d312bdd3a4cac.json,Superior weapon crafting — honed into masterwork blade edges and piercing tips,5,25 gp
24cd6a4a2cb6d2a0,Red Dragon Fire Gland,harvest,loot,,rare,component,1,28,gp,,A searing gland from a red dragon still radiating intense heat; requires insulated tongs to handle.,icons/commodities/biological/organ-intestines-red.webp,Red Dragon Harvest Table,Red_Dragon_Fire_Gland_24cd6a4a2cb6d2a0.json,Fire source — used in flaming weapon enchantments and fire-breath items,5,140 gp
6cead0bbed655d2d,Red Dragon Scale,harvest,loot,,uncommon,material,1,8,gp,,Brilliant crimson scales from a red dragon; warm to the touch and tinged with soot.,icons/commodities/leather/scale-chitin-grey.webp,Red Dragon Harvest Table,Red_Dragon_Scale_6cead0bbed655d2d.json,Fire-resistant scales — crafted into flame-proof armor and heat shields,3,24 gp
d495d9138056276c,Regenerating Flesh,harvest,loot,,veryRare,component,2,25,gp,,A chunk of hydra flesh that visibly knits itself back together over minutes.,icons/consumables/meat/steak-alien-orange.webp,Hydra Harvest Table,Regenerating_Flesh_d495d9138056276c.json,True regeneration source — the key ingredient for legendary regeneration items,10,250 gp
ba88b1dd41941e0a,River Fish,unused,consumable,food,common,food,1,3,sp,1,A small fish caught in a shallow river or pool; mild flesh and easy bones.,icons/consumables/meat/salmon-fish-fillet-pink-gray.webp,,River_Fish_ba88b1dd41941e0a.json,,,
6a2f573d105ac185,Root Tendril,harvest,loot,,common,material,1,3,sp,,"A thick, flexible root stripped from a plant creature; rich in nutrients.",icons/consumables/plants/dried-stem-vine-root-bramble-brown.webp,Plant CR 0-1 Harvest Table; Plant CR 2-4 Harvest Table,Root_Tendril_6a2f573d105ac185.json,"Binding material — woven into whips, nets, and entangling trap components",2,6 sp
80c4ffb7480c5b18,Rotting Flesh,harvest,loot,,common,component,2,2,sp,,Foul strips of undead tissue faintly animated by necrotic energy.,icons/consumables/meat/spoiled-bone-gray.webp,Undead CR 0-1 Harvest Table; Zombie Harvest Table,Rotting_Flesh_80c4ffb7480c5b18.json,"Necromantic ingredient — used in undead lures, zombie salves, and necrotic poisons",2,4 sp
a1465a7b132f8c9f,Russet Mold Spore,harvest,loot,,rare,component,0.5,8,gp,,A concentrated sample of the dangerous mold that creates vegepygmies.,icons/consumables/mushrooms/helm-brown.webp,Vegepygmy Harvest Table,Russet_Mold_Spore_a1465a7b132f8c9f.json,Fungal weapon — crafted into spore grenades and vegepygmy-creating traps,5,40 gp
de4988b6d74be3b2,Sacred Blood,harvest,loot,,rare,component,0.5,20,gp,,"Shimmering, warm blood from a celestial creature with curative properties.",icons/consumables/potions/potion-tube-corked-red.webp,Celestial CR 0-1 Harvest Table; Celestial CR 11+ Harvest Table; Celestial CR 2-4 Harvest Table; Celestial CR 5-10 Harvest Table,Sacred_Blood_de4988b6d74be3b2.json,Divine catalyst — used in holy weapon enchantments and resurrection components,5,100 gp
aabf7bb3c6935b01,Serpent Venom Gland,harvest,consumable,poison,rare,component,0.5,12,gp,,A delicate venom gland carefully removed from a yuan-ti corpse.,icons/consumables/potions/bottle-conical-corked-labeled-skull-poison-green.webp,Yuan-ti Abomination Harvest Table,Serpent_Venom_Gland_aabf7bb3c6935b01.json,Snake poison — refined into potent blade coatings and anti-venom reagent,5,60 gp
